HxLxD,Height,Length,Depth,"""C"" for custom ""S"" for special",Panels Long,Panels Deep,"Price with 1"" wire and PC Steel Pitched Roof","Discount for 1"" wire roof instead of pitched roof","Addl. 1"" wire floor option (bolted in on larger cages - removable on smaller cages - or wire roof add on (in addition to steel roof)","Bolted on bottom only ""B"" or removable option ""R""  (bolt on wire floor keeps varmets out, can also sub for other diamenters or solid materials)",Price Per Divider to split the Length (goes front to back in the cage),Price Per Divider to split the depth (goes left to right in cage),Silver Alum Frame Upgrade,Alum/Silver Roof Upgrade,Printed Background on Black Granite Laminate (per panel) Bird,Printed Background on Black Granite Laminate (per panel) Bird,Printed Background on Aluminum Laminate (per panel) Bird,Printed Background on Aluminum Laminate (per panel) Bird,"Safety Catch 1"" pc wire","DOUBLE Safety Catch 1"" pc wire","Extra Door (in place of a panel - 1"" pc wire)",Pull Out Tray Price,Powder coated aluminum upgrade pull out tray,cut to size washable lenolium - fits in tray or sit on floor,bird special price,cat regular price,cat special price
30-90-30,30,90,30,c,1,1,1960,1176,337,R,150,244,100,180,183,61,233,78,618,494,110,281.25,365.63,101.25,0,1923.00,0
30-90-36,30,90,36,c,1,1,2330,1276,499,R,171,244,100,210,183,73,233,93,618,494,112,337.50,438.75,121.50,0,2294.00,0
30-90-42,30,90,42,c,1,1,2531,1506,532,R,180,244,100,240,183,85,233,109,618,494,115,393.75,511.88,141.75,0,2495.00,0
30-90-48,30,90,48,c,1,1,2732,1736,564,R,190,244,100,270,183,98,233,124,618,494,117,450.00,585.00,162.00,0,2696.00,0
30-90-60,30,90,60,c,1,1,2881,2196,629,R,197,244,100,330,183,122,233,155,618,494,122,562.50,731.25,202.50,0,2845.00,0
30-90-72,30,90,72,c,1,1,3536,2464,886,R,229,244,100,390,183,146,233,186,618,494,127,675.00,877.50,243.00,0,3500.00,0
30-90-84,30,90,84,c,1,1,3939,2907,968,R,249,244,100,450,183,171,233,217,618,494,132,787.50,1023.75,283.50,0,3902.00,0
30-90-90,30,90,90,c,1,1,3803,3128,1010,R,244,244,100,480,183,183,233,233,618,494,134,843.75,1096.88,303.75,0,3767.00,0
30-120-12,30,120,12,c,2,1,1951,606,319,R,136,372,100,115,122,24,155,31,618,494,103,150.00,195.00,54.00,0,1896.00,0
30-120-18,30,120,18,c,2,1,2197,915,348,R,146,372,100,153,122,37,155,47,618,494,105,225.00,292.50,81.00,0,2143.00,0
30-120-24,30,120,24,c,2,1,2443,1102,498,R,156,372,100,190,122,49,155,62,618,494,108,300.00,390.00,108.00,0,2389.00,0
30-120-30,30,120,30,c,2,1,2478,1402,535,R,154,372,100,228,122,61,155,78,618,494,110,375.00,487.50,135.00,0,2423.00,0
30-120-36,30,120,36,c,2,1,2936,1702,573,R,175,372,100,265,122,73,155,93,618,494,112,450.00,585.00,162.00,0,2881.00,0
30-120-42,30,120,42,c,2,1,3182,2002,611,R,185,372,100,303,122,85,155,109,618,494,115,525.00,682.50,189.00,0,3127.00,0
30-120-48,30,120,48,c,2,1,3428,2146,804,R,195,372,100,340,122,98,155,124,618,494,117,600.00,780.00,216.00,0,3373.00,0
30-120-60,30,120,60,c,2,1,3605,2728,897,R,201,372,100,415,122,122,155,155,618,494,122,750.00,975.00,270.00,0,3551.00,0
30-120-72,30,120,72,c,2,1,4412,3119,1181,R,234,372,102,490,122,146,155,186,618,494,127,900.00,1170.00,324.00,0,4357.00,0
30-120-84,30,120,84,c,2,1,4904,3684,1291,R,254,372,109,565,122,171,155,217,618,494,132,1050.00,1365.00,378.00,0,4849.00,0
30-120-90,30,120,90,c,2,1,4733,3966,1346,R,248,372,112,603,122,183,155,233,618,494,134,1125.00,1462.50,405.00,0,4678.00,0
30-120-120,30,120,120,c,2,2,6798,4562,3188,B,372,372,120,940,122,122,155,155,618,494,122,1500.00,1950.00,540.00,0,6725.00,0
30-150-12,30,150,12,c,2,1,2172,777,373,R,138,421,100,143,152,24,194,31,618,494,103,187.50,243.75,67.50,0,2117.00,0
30-150-18,30,150,18,c,2,1,2472,1163,407,R,148,421,100,190,152,37,194,47,618,494,105,281.25,365.63,101.25,0,2417.00,0
30-150-24,30,150,24,c,2,1,2772,1428,562,R,158,421,100,236,152,49,194,62,618,494,108,375.00,487.50,135.00,0,2717.00,0
30-150-30,30,150,30,c,2,1,2828,1806,604,R,156,421,100,283,152,61,194,78,618,494,110,468.75,609.38,168.75,0,2774.00,0
30-150-36,30,150,36,c,2,1,3372,2183,647,R,178,421,100,329,152,73,194,93,618,494,112,562.50,731.25,202.50,0,3317.00,0
30-150-42,30,150,42,c,2,1,3672,2413,837,R,187,421,100,376,152,85,194,109,618,494,115,656.25,853.13,236.25,0,3617.00,0
30-150-48,30,150,48,c,2,1,3972,2782,888,R,197,421,100,422,152,98,194,124,618,494,117,750.00,975.00,270.00,0,3918.00,0
30-150-60,30,150,60,c,2,1,4204,3345,1165,R,203,421,104,515,152,122,194,155,618,494,122,937.50,1218.75,337.50,0,4149.00,0
30-150-72,30,150,72,c,2,1,5173,4065,1285,R,236,421,110,608,152,146,194,186,618,494,127,1125.00,1462.50,405.00,0,5118.00,0
30-150-84,30,150,84,c,2,1,5773,4367,1823,R,256,421,117,701,152,171,194,217,618,494,132,1312.50,1706.25,472.50,0,5718.00,0
30-150-90,30,150,90,c,2,1,5579,4709,1901,R,250,421,120,748,152,183,194,233,618,494,134,1406.25,1828.13,506.25,0,5524.00,0
30-150-120,30,150,120,c,2,2,8056,5451,4159,B,374,421,128,1160,152,122,194,155,618,494,122,1875.00,2437.50,675.00,0,7983.00,0
30-150-150,30,150,150,c,2,2,10945,7300,4635,B,421,421,140,1438,152,152,194,194,618,494,128,2343.75,3046.88,843.75,0,10871.00,0
30-180-12,30,180,12,c,2,1,2560,923,427,R,141,481,100,168,183,24,233,31,618,494,103,225.00,292.50,81.00,0,2505.00,0
30-180-18,30,180,18,c,2,1,2934,1267,578,R,151,482,100,222,183,37,233,47,618,494,105,337.50,438.75,121.50,0,2879.00,0
30-180-24,30,180,24,c,2,1,3308,1714,626,R,160,482,100,276,183,49,233,62,618,494,108,450.00,585.00,162.00,0,3253.00,0
30-180-30,30,180,30,c,2,1,3410,2162,673,R,158,483,100,330,183,61,233,78,618,494,110,562.50,731.25,202.50,0,3355.00,0
30-180-36,30,180,36,c,2,1,4056,2471,859,R,180,483,100,384,183,73,233,93,618,494,112,675.00,877.50,243.00,0,4001.00,0
30-180-42,30,180,42,c,2,1,4429,2909,916,R,190,483,102,438,183,85,233,109,618,494,115,787.50,1023.75,283.50,0,4375.00,0
30-180-48,30,180,48,c,2,1,4803,3192,1128,R,200,484,106,492,183,98,233,124,618,494,117,900.00,1170.00,324.00,0,4748.00,0
30-180-60,30,180,60,c,2,1,5135,4051,1259,R,205,485,112,600,183,122,233,155,618,494,122,1125.00,1462.50,405.00,0,5080.00,0
30-180-72,30,180,72,c,2,1,6298,4528,1772,R,239,485,118,708,183,146,233,186,618,494,127,1350.00,1755.00,486.00,0,6244.00,0
30-180-84,30,180,84,c,2,1,7046,5353,1937,R,258,486,125,816,183,171,233,217,618,494,132,1575.00,2047.50,567.00,0,6991.00,0
30-180-90,30,180,90,c,2,1,6861,5765,2020,R,252,487,128,870,183,183,233,233,618,494,134,1687.50,2193.75,607.50,0,6806.00,0
30-180-120,30,180,120,c,2,2,9783,6726,4434,B,377,496,136,1320,183,122,233,155,618,494,122,2250.00,2925.00,810.00,0,9710.00,0
30-180-150,30,180,150,c,2,2,13197,7358,6502,B,424,498,148,1635,183,152,233,194,618,494,128,2812.50,3656.25,1012.50,0,13124.00,0
30-180-180,30,180,180,c,2,2,16539,9382,7178,B,500,500,160,1950,183,183,233,233,618,494,134,3375.00,4387.50,1215.00,0,16466.00,0
30-210-12,30,210,12,c,3,1,3037,1094,481,R,145,611,102,196,142,24,181,31,618,494,103,262.50,341.25,94.50,0,2963.00,0
30-210-18,30,210,18,c,3,1,3469,1516,637,R,155,611,106,259,142,37,181,47,618,494,105,393.75,511.88,141.75,0,3396.00,0
30-210-24,30,210,24,c,3,1,3901,2040,690,R,165,611,109,322,142,49,181,62,618,494,108,525.00,682.50,189.00,0,3828.00,0
30-210-30,30,210,30,c,3,1,4015,2436,872,R,162,612,112,385,142,61,181,78,618,494,110,656.25,853.13,236.25,0,3942.00,0
30-210-36,30,210,36,c,3,1,4766,2952,933,R,185,612,115,448,142,73,181,93,618,494,112,787.50,1023.75,283.50,0,4693.00,0
30-210-42,30,210,42,c,3,1,5198,3320,1142,R,194,613,118,511,142,85,181,109,618,494,115,918.75,1194.38,330.75,0,5125.00,0
30-210-48,30,210,48,c,3,1,5631,3828,1212,R,204,613,122,574,142,98,181,124,618,494,117,1050.00,1365.00,378.00,0,5557.00,0
30-210-60,30,210,60,c,3,1,6011,4495,1700,R,209,614,128,700,142,122,181,155,618,494,122,1312.50,1706.25,472.50,0,5937.00,0
30-210-72,30,210,72,c,3,1,7360,5475,1875,R,243,615,134,826,142,146,181,186,618,494,127,1575.00,2047.50,567.00,0,7287.00,0
30-210-84,30,210,84,c,3,1,8224,6245,2260,R,263,615,141,952,142,171,181,217,618,494,132,1837.50,2388.75,661.50,0,8151.00,0
30-210-90,30,210,90,c,3,1,8006,6726,2356,R,256,616,144,1015,142,183,181,233,618,494,134,1968.75,2559.38,708.75,0,7933.00,0
30-210-120,30,210,120,c,3,2,11379,6920,6100,B,381,625,152,1540,142,122,181,155,618,494,122,2625.00,3412.50,945.00,0,11287.00,0
30-210-150,30,210,150,c,3,2,15340,9368,6802,B,428,627,164,1908,142,152,181,194,618,494,128,3281.25,4265.63,1181.25,0,15248.00,0
30-210-180,30,210,180,c,3,2,19218,10945,8375,B,504,629,176,2275,142,183,181,233,618,494,134,3937.50,5118.75,1417.50,0,19126.00,0
30-210-240,30,210,240,c,3,3,24912,15066,10554,B,687,640,197,3010,142,163,181,207,618,494,130,5250.00,6825.00,1890.00,0,24802.00,0
30-240-12,30,240,12,c,3,1,3256,1137,638,R,148,660,110,221,163,24,207,31,618,494,103,300.00,390.00,108.00,0,3183.00,0
30-240-18,30,240,18,c,3,1,3737,1732,696,R,158,660,114,292,163,37,207,47,618,494,105,450.00,585.00,162.00,0,3664.00,0
30-240-24,30,240,24,c,3,1,4218,2205,875,R,167,661,117,362,163,49,207,62,618,494,108,600.00,780.00,216.00,0,4145.00,0
30-240-30,30,240,30,c,3,1,4353,2792,941,R,165,661,120,433,163,61,207,78,618,494,110,750.00,975.00,270.00,0,4280.00,0
30-240-36,30,240,36,c,3,1,5180,3239,1146,R,187,662,123,503,163,73,207,93,618,494,112,900.00,1170.00,324.00,0,5107.00,0
30-240-42,30,240,42,c,3,1,5662,3816,1221,R,197,662,126,574,163,85,207,109,618,494,115,1050.00,1365.00,378.00,0,5588.00,0
30-240-48,30,240,48,c,3,1,6143,4081,1609,R,207,662,130,644,163,98,207,124,618,494,117,1200.00,1560.00,432.00,0,6069.00,0
30-240-60,30,240,60,c,3,1,6573,5201,1794,R,212,663,136,785,163,122,207,155,618,494,122,1500.00,1950.00,540.00,0,6500.00,0
30-240-72,30,240,72,c,3,1,8067,6129,2171,R,246,664,142,926,163,146,207,186,618,494,127,1800.00,2340.00,648.00,0,7994.00,0
30-240-84,30,240,84,c,3,1,9029,7022,2583,R,265,665,149,1067,163,171,207,217,618,494,132,2100.00,2730.00,756.00,0,8956.00,0
30-240-90,30,240,90,c,3,1,8794,7565,2693,R,259,665,152,1138,163,183,207,233,618,494,134,2250.00,2925.00,810.00,0,8720.00,0
30-240-120,30,240,120,c,3,2,12392,8194,6376,B,383,674,160,1700,163,122,207,155,618,494,122,3000.00,3900.00,1080.00,0,12300.00,0
30-240-150,30,240,150,c,3,2,16732,10209,7886,B,430,676,172,2105,163,152,207,194,618,494,128,3750.00,4875.00,1350.00,0,16641.00,0
30-240-180,30,240,180,c,3,2,20985,12049,9571,B,507,678,184,2510,163,183,207,233,618,494,134,4500.00,5850.00,1620.00,0,20894.00,0
30-240-210,30,240,210,c,3,3,24202,14854,10291,B,640,687,195,2915,163,142,207,181,618,494,126,5250.00,6825.00,1890.00,0,24092.00,0
30-240-240,30,240,240,c,3,3,27223,16434,12236,B,689,689,205,3320,163,163,207,207,618,494,130,6000.00,7800.00,2160.00,0,27113.00,0
30-270-12,30,270,12,c,3,1,3495,1308,692,R,150,709,118,249,183,24,233,31,618,494,103,337.50,438.75,121.50,0,3422.00,0
30-270-18,30,270,18,c,3,1,4035,1980,755,R,160,710,122,329,183,37,233,47,618,494,105,506.25,658.13,182.25,0,3962.00,0
30-270-24,30,270,24,c,3,1,4574,2532,938,R,170,710,125,408,183,49,233,62,618,494,108,675.00,877.50,243.00,0,4501.00,0
30-270-30,30,270,30,c,3,1,4736,3195,1010,R,167,710,128,488,183,61,233,78,618,494,110,843.75,1096.88,303.75,0,4662.00,0
30-270-36,30,270,36,c,3,1,5653,3720,1220,R,189,711,131,567,183,73,233,93,618,494,112,1012.50,1316.25,364.50,0,5580.00,0
30-270-42,30,270,42,c,3,1,6193,4375,1300,R,199,711,134,647,183,85,233,109,618,494,115,1181.25,1535.63,425.25,0,6120.00,0
30-270-48,30,270,48,c,3,1,6733,4717,1693,R,209,712,138,726,183,98,233,124,618,494,117,1350.00,1755.00,486.00,0,6659.00,0
30-270-60,30,270,60,c,3,1,7226,5992,1888,R,214,712,144,885,183,122,233,155,618,494,122,1687.50,2193.75,607.50,0,7153.00,0
30-270-72,30,270,72,c,3,1,8891,7075,2275,R,248,713,150,1044,183,146,233,186,618,494,127,2025.00,2632.50,729.00,0,8818.00,0
30-270-84,30,270,84,c,3,1,9970,8124,2696,R,268,714,157,1203,183,171,233,217,618,494,132,2362.50,3071.25,850.50,0,9897.00,0
30-270-90,30,270,90,c,3,1,9716,8526,3029,R,261,714,160,1283,183,183,233,233,618,494,134,2531.25,3290.63,911.25,0,9643.00,0
30-270-120,30,270,120,c,3,2,13764,9778,6652,B,385,723,168,1920,183,122,233,155,618,494,122,3375.00,4387.50,1215.00,0,13673.00,0
30-270-150,30,270,150,c,3,2,18631,11436,8969,B,432,725,180,2378,183,152,233,194,618,494,128,4218.75,5484.38,1518.75,0,18539.00,0
30-270-180,30,270,180,c,3,2,23405,13612,10768,B,509,727,192,2835,183,183,233,233,618,494,134,5062.50,6581.25,1822.50,0,23314.00,0
30-270-210,30,270,210,c,3,3,27002,16495,11860,B,643,737,203,3293,183,142,233,181,618,494,126,5906.25,7678.13,2126.25,0,26892.00,0
30-270-240,30,270,240,c,3,3,30404,18412,13918,B,692,739,213,3750,183,163,233,207,618,494,130,6750.00,8775.00,2430.00,0,30294.00,0
30-300-12,30,300,12,c,4,1,3952,1454,746,R,155,838,134,274,152,24,194,31,618,494,103,375.00,487.50,135.00,0,3860.00,0
30-300-18,30,300,18,c,4,1,4540,2196,814,R,165,839,138,361,152,37,194,47,618,494,105,562.50,731.25,202.50,0,4449.00,0
30-300-24,30,300,24,c,4,1,5129,2818,1002,R,174,839,141,448,152,49,194,62,618,494,108,750.00,975.00,270.00,0,5037.00,0
30-300-30,30,300,30,c,4,1,5296,3421,1209,R,171,840,144,535,152,61,194,78,618,494,110,937.50,1218.75,337.50,0,5204.00,0
30-300-36,30,300,36,c,4,1,6305,4146,1294,R,194,840,147,622,152,73,194,93,618,494,112,1125.00,1462.50,405.00,0,6214.00,0
30-300-42,30,300,42,c,4,1,6894,4576,1674,R,204,840,150,709,152,85,194,109,618,494,115,1312.50,1706.25,472.50,0,6802.00,0
30-300-48,30,300,48,c,4,1,7482,5284,1776,R,214,841,154,796,152,98,194,124,618,494,117,1500.00,1950.00,540.00,0,7390.00,0
30-300-60,30,300,60,c,4,1,8012,6524,2156,R,218,842,160,970,152,122,194,155,618,494,122,1875.00,2437.50,675.00,0,7920.00,0
30-300-72,30,300,72,c,4,1,9835,7730,2570,R,253,842,166,1144,152,146,194,186,618,494,127,2250.00,2925.00,810.00,0,9744.00,0
30-300-84,30,300,84,c,4,1,11012,8901,3019,R,272,843,173,1318,152,171,194,217,618,494,132,2625.00,3412.50,945.00,0,10920.00,0
30-300-90,30,300,90,c,4,1,10727,9364,3366,R,265,844,176,1405,152,183,194,233,618,494,134,2812.50,3656.25,1012.50,0,10635.00,0
30-300-120,30,300,120,c,4,2,15000,10358,7622,B,389,853,184,2080,152,122,194,155,618,494,122,3750.00,4875.00,1350.00,0,14890.00,0
30-300-150,30,300,150,c,4,2,20268,13060,9270,B,436,855,196,2575,152,152,194,194,618,494,128,4687.50,6093.75,1687.50,0,20158.00,0
30-300-180,30,300,180,c,4,2,25432,14716,11964,B,514,857,208,3070,152,183,194,233,618,494,134,5625.00,7312.50,2025.00,0,25321.00,0
30-300-210,30,300,210,c,4,3,29301,17601,13429,B,647,866,219,3565,152,142,194,181,618,494,126,6562.50,8531.25,2362.50,0,29172.00,0
30-300-240,30,300,240,c,4,3,32974,19780,15600,B,696,868,229,4060,152,163,194,207,618,494,130,7500.00,9750.00,2700.00,0,32846.00,0
30-330-12,30,330,12,c,4,1,4191,1625,800,R,157,888,142,302,168,24,213,31,618,494,103,412.50,536.25,148.50,0,4099.00,0
30-330-18,30,330,18,c,4,1,4838,2333,985,R,167,888,146,398,168,37,213,47,618,494,105,618.75,804.38,222.75,0,4746.00,0
30-330-24,30,330,24,c,4,1,5485,3144,1066,R,177,889,149,494,168,49,213,62,618,494,108,825.00,1072.50,297.00,0,5393.00,0
30-330-30,30,330,30,c,4,1,5679,3825,1278,R,173,889,152,590,168,61,213,78,618,494,110,1031.25,1340.63,371.25,0,5587.00,0
30-330-36,30,330,36,c,4,1,6778,4350,1645,R,196,889,155,686,168,73,213,93,618,494,112,1237.50,1608.75,445.50,0,6687.00,0
30-330-42,30,330,42,c,4,1,7425,5135,1753,R,206,890,158,782,168,85,213,109,618,494,115,1443.75,1876.88,519.75,0,7334.00,0
30-330-48,30,330,48,c,4,1,8072,5920,1860,R,216,890,162,878,168,98,213,124,618,494,117,1650.00,2145.00,594.00,0,7980.00,0
30-330-60,30,330,60,c,4,1,8664,7316,2250,R,220,891,168,1070,168,122,213,155,618,494,122,2062.50,2681.25,742.50,0,8573.00,0
30-330-72,30,330,72,c,4,1,10659,8485,2865,R,255,892,174,1262,168,146,213,186,618,494,127,2475.00,3217.50,891.00,0,10568.00,0
30-330-84,30,330,84,c,4,1,11953,9793,3342,R,275,893,181,1454,168,171,213,217,618,494,132,2887.50,3753.75,1039.50,0,11861.00,0
30-330-90,30,330,90,c,4,1,11650,10325,3703,R,267,893,184,1550,168,183,213,233,618,494,134,3093.75,4021.88,1113.75,0,11558.00,0
30-330-120,30,330,120,c,4,2,16372,11942,7898,B,392,902,192,2300,168,122,213,155,618,494,122,4125.00,5362.50,1485.00,0,16262.00,0
30-330-150,30,330,150,c,4,2,22167,14286,10354,B,439,904,204,2848,168,152,213,194,618,494,128,5156.25,6703.13,1856.25,0,22056.00,0
30-330-180,30,330,180,c,4,2,27852,16280,13160,B,516,906,216,3395,168,183,213,233,618,494,134,6187.50,8043.75,2227.50,0,27741.00,0
30-330-210,30,330,210,c,4,3,32101,19242,14998,B,650,915,227,3943,168,142,213,181,618,494,126,7218.75,9384.38,2598.75,0,31973.00,0
30-330-240,30,330,240,c,4,3,36155,21759,17281,B,699,917,237,4490,168,163,213,207,618,494,130,8250.00,10725.00,2970.00,0,36027.00,0
30-360-12,30,360,12,c,4,1,4411,1771,854,R,160,937,150,327,183,24,233,31,618,494,103,450.00,585.00,162.00,0,4319.00,0
30-360-18,30,360,18,c,4,1,5106,2549,1044,R,169,937,154,431,183,37,233,47,618,494,105,675.00,877.50,243.00,0,5015.00,0
30-360-24,30,360,24,c,4,1,5802,3309,1251,R,179,938,157,534,183,49,233,62,618,494,108,900.00,1170.00,324.00,0,5710.00,0
30-360-30,30,360,30,c,4,1,6017,4181,1346,R,175,938,160,638,183,61,233,78,618,494,110,1125.00,1462.50,405.00,0,5925.00,0
30-360-36,30,360,36,c,4,1,7193,4776,1719,R,199,939,163,741,183,73,233,93,618,494,112,1350.00,1755.00,486.00,0,7101.00,0
30-360-42,30,360,42,c,4,1,7889,5631,1832,R,209,939,166,845,183,85,233,109,618,494,115,1575.00,2047.50,567.00,0,7797.00,0
30-360-48,30,360,48,c,4,1,8584,6330,2100,R,218,939,170,948,183,98,233,124,618,494,117,1800.00,2340.00,648.00,0,8492.00,0
30-360-60,30,360,60,c,4,1,9227,7848,2517,R,222,940,176,1155,183,122,233,155,618,494,122,2250.00,2925.00,810.00,0,9135.00,0
30-360-72,30,360,72,c,4,1,11366,9140,3160,R,258,941,182,1362,183,146,233,186,618,494,127,2700.00,3510.00,972.00,0,11275.00,0
30-360-84,30,360,84,c,4,1,12758,10570,3665,R,277,942,189,1569,183,171,233,217,618,494,132,3150.00,4095.00,1134.00,0,12666.00,0
30-360-90,30,360,90,c,4,1,12437,11163,4039,R,269,942,192,1673,183,183,233,233,618,494,134,3375.00,4387.50,1215.00,0,12346.00,0
30-360-120,30,360,120,c,4,2,17385,12521,8869,B,394,951,200,2460,183,122,233,155,618,494,122,4500.00,5850.00,1620.00,0,17275.00,0
30-360-150,30,360,150,c,4,2,23559,15128,11437,B,441,953,212,3045,183,152,233,194,618,494,128,5625.00,7312.50,2025.00,0,23449.00,0
30-360-180,30,360,180,c,4,2,29619,17383,14357,B,518,955,224,3630,183,183,233,233,618,494,134,6750.00,8775.00,2430.00,0,29509.00,0
30-360-210,30,360,210,c,4,3,34140,21479,15436,B,652,964,235,4215,183,142,233,181,618,494,126,7875.00,10237.50,2835.00,0,34012.00,0
30-360-240,30,360,240,c,4,3,38467,23127,18963,B,701,966,245,4800,183,163,233,207,618,494,130,9000.00,11700.00,3240.00,0,38338.00,0
36-12-12,36,12,12,c,1,1,1108,55,125,R,133,133,100,22,29,29,37,37,655,524,105,15.00,19.50,5.40,0,1064.00,0
36-18-12,36,18,12,c,1,1,1152,84,136,R,133,143,100,27,44,29,56,37,655,524,105,22.50,29.25,8.10,0,1108.00,0
36-18-18,36,18,18,c,1,1,1243,147,148,R,144,144,100,38,44,44,56,56,655,524,108,33.75,43.88,12.15,0,1199.00,0
36-24-12,36,24,12,c,1,1,1196,113,147,R,134,154,100,32,59,29,74,37,655,524,105,30.00,39.00,10.80,0,1152.00,0
36-24-18,36,24,18,c,1,1,1297,191,159,R,144,155,100,44,59,44,74,56,655,524,108,45.00,58.50,16.20,0,1253.00,0
36-24-24,36,24,24,c,1,1,1398,268,172,R,155,155,100,56,59,59,74,74,655,524,110,60.00,78.00,21.60,0,1354.00,0
36-30-12,36,30,12,c,1,1,1154,143,157,R,134,155,100,37,73,29,93,37,655,524,105,37.50,48.75,13.50,0,1110.00,0
36-30-18,36,30,18,c,1,1,1256,234,171,R,145,155,100,51,73,44,93,56,655,524,108,56.25,73.13,20.25,0,1212.00,0
36-30-24,36,30,24,c,1,1,1358,325,185,R,156,155,100,64,73,59,93,74,655,524,110,75.00,97.50,27.00,0,1314.00,0
36-30-30,36,30,30,c,1,1,1348,416,199,R,155,155,100,78,73,73,93,93,655,524,112,93.75,121.88,33.75,0,1304.00,0
36-36-12,36,36,12,c,1,1,1284,172,168,R,134,176,100,42,88,29,112,37,655,524,105,45.00,58.50,16.20,0,1240.00,0
36-36-18,36,36,18,c,1,1,1404,277,183,R,145,176,100,57,88,44,112,56,655,524,108,67.50,87.75,24.30,0,1360.00,0
36-36-24,36,36,24,c,1,1,1525,382,198,R,156,177,100,72,88,59,112,74,655,524,110,90.00,117.00,32.40,0,1481.00,0
36-36-30,36,36,30,c,1,1,1527,487,213,R,155,177,100,87,88,73,112,93,655,524,112,112.50,146.25,40.50,0,1484.00,0
36-36-36,36,36,36,c,1,1,1765,593,227,R,178,178,100,102,88,88,112,112,655,524,115,135.00,175.50,48.60,0,1721.00,0
36-42-12,36,42,12,c,1,1,1328,201,179,R,135,187,100,47,102,29,130,37,655,524,105,52.50,68.25,18.90,0,1284.00,0
36-42-18,36,42,18,c,1,1,1458,320,195,R,146,187,100,64,102,44,130,56,655,524,108,78.75,102.38,28.35,0,1414.00,0
36-42-24,36,42,24,c,1,1,1588,439,211,R,157,188,100,80,102,59,130,74,655,524,110,105.00,136.50,37.80,0,1544.00,0
36-42-30,36,42,30,c,1,1,1595,559,226,R,156,188,100,97,102,73,130,93,655,524,112,131.25,170.63,47.25,0,1551.00,0
36-42-36,36,42,36,c,1,1,1848,678,242,R,178,189,100,113,102,88,130,112,655,524,115,157.50,204.75,56.70,0,1804.00,0
36-42-42,36,42,42,c,1,1,1978,797,258,R,189,189,100,130,102,102,130,130,655,524,117,183.75,238.88,66.15,0,1934.00,0
36-48-12,36,48,12,c,1,1,1372,230,190,R,135,198,100,52,117,29,149,37,655,524,105,60.00,78.00,21.60,0,1328.00,0
36-48-18,36,48,18,c,1,1,1512,363,207,R,146,198,100,70,117,44,149,56,655,524,108,90.00,117.00,32.40,0,1468.00,0
36-48-24,36,48,24,c,1,1,1651,497,223,R,157,199,100,88,117,59,149,74,655,524,110,120.00,156.00,43.20,0,1608.00,0
36-48-30,36,48,30,c,1,1,1662,630,240,R,156,199,100,106,117,73,149,93,655,524,112,150.00,195.00,54.00,0,1619.00,0
36-48-36,36,48,36,c,1,1,1931,763,257,R,179,199,100,124,117,88,149,112,655,524,115,180.00,234.00,64.80,0,1887.00,0
36-48-42,36,48,42,c,1,1,2071,896,274,R,189,200,100,142,117,102,149,130,655,524,117,210.00,273.00,75.60,0,2027.00,0
36-48-48,36,48,48,c,1,1,2211,1030,290,R,200,200,100,160,117,117,149,149,655,524,120,240.00,312.00,86.40,0,2167.00,0
36-60-12,36,60,12,c,1,1,1356,289,211,R,136,209,100,62,146,29,186,37,655,524,105,75.00,97.50,27.00,0,1313.00,0
36-60-18,36,60,18,c,1,1,1503,450,230,R,147,209,100,83,146,44,186,56,655,524,108,112.50,146.25,40.50,0,1460.00,0
36-60-24,36,60,24,c,1,1,1650,611,249,R,158,209,100,104,146,59,186,74,655,524,110,150.00,195.00,54.00,0,1607.00,0
36-60-30,36,60,30,c,1,1,1658,772,268,R,157,209,100,125,146,73,186,93,655,524,112,187.50,243.75,67.50,0,1614.00,0
36-60-36,36,60,36,c,1,1,1945,934,286,R,180,209,100,146,146,88,186,112,655,524,115,225.00,292.50,81.00,0,1901.00,0
36-60-42,36,60,42,c,1,1,2092,1095,305,R,190,209,100,167,146,102,186,130,655,524,117,262.50,341.25,94.50,0,2048.00,0
36-60-48,36,60,48,c,1,1,2239,1100,480,R,201,209,100,188,146,117,186,149,655,524,120,300.00,390.00,108.00,0,2195.00,0
36-60-60,36,60,60,c,1,1,2332,1405,535,R,209,209,100,230,146,146,186,186,655,524,124,375.00,487.50,135.00,0,2288.00,0
36-72-12,36,72,12,c,1,1,1567,372,233,R,137,241,100,75,176,29,223,37,655,524,105,90.00,117.00,32.40,0,1523.00,0
36-72-18,36,72,18,c,1,1,1755,569,254,R,148,242,100,101,176,44,223,56,655,524,108,135.00,175.50,48.60,0,1712.00,0
36-72-24,36,72,24,c,1,1,1944,766,274,R,159,242,100,126,176,59,223,74,655,524,110,180.00,234.00,64.80,0,1900.00,0
36-72-30,36,72,30,c,1,1,1978,962,295,R,158,243,100,152,176,73,223,93,655,524,112,225.00,292.50,81.00,0,1934.00,0
36-72-36,36,72,36,c,1,1,2321,1159,316,R,181,243,100,177,176,88,223,112,655,524,115,270.00,351.00,97.20,0,2277.00,0
36-72-42,36,72,42,c,1,1,2510,1208,484,R,191,243,100,203,176,102,223,130,655,524,117,315.00,409.50,113.40,0,2466.00,0
36-72-48,36,72,48,c,1,1,2698,1396,514,R,202,244,100,228,176,117,223,149,655,524,120,360.00,468.00,129.60,0,2655.00,0
